Planting date,Software,Location,Date,DOY,Altitude (m),Stage-Full,Stage,Plot_ID,Replicate,Zone,Zone_Identification,Cover_Crop_Variety,Treatment_2__Cut_Fill_Range,One_Mix_None_Cover_Crop,Thermal,NDWI,EVI,NAVI,GNDVI,Cigreen,RENDVI,TGI,SAVI,CI_RedEdge,BI,SCI,GLI,NGRDI_Zonal,SI,VARI,HUE,BGI,PSRI,RVI,TVI,CVI,NDVI,DVI,Soy_yiled(bu/acre),Observed data,Days after planting,Canopy Height (cm),LAI
,Pix4d,Rice_Station,1/22/2021,22,120,,,206,2,2,"6"""" Fill",Cereal Rye (CR),0.4:0.5,One (CR),-1.1678239,-0.1951324,0.1584415,0.2292041,0.1951324,0.4890952,0.0582053,2.551892,0.0718758,0.1242145,0.333288,0.0666289,0.0168166,-0.0666289,0.1821091,-0.105458,0.0014192,0.7910206,0.1079728,1.3026042,4.9450808,1.7041334,0.1302726,0.0543752,46.40,,,,
,Pix4d,Rice_Station,1/22/2021,22,120,,,301,3,2,"6"""" Fill",Cereal Rye+ Black Oat+ Triticale (CR+BO+TR),0.4:0.5,MIX (CR+BO+TR),-1.1563457,-0.1892644,0.1439093,0.2154199,0.1892644,0.4702915,0.0541986,2.395637,0.0655089,0.1151228,0.3239031,0.0695685,0.0149813,-0.0695685,0.1847153,-0.1099447,0.0014054,0.7913306,0.1135218,1.2785029,4.2288475,1.6925758,0.1213618,0.0486758,50.04,,,,
,Pix4d,Rice_Station,4/2/2021,92,60,,,101,1,5,"12"""" Cut",Triticale (TR),-0.9:-1.1,One (TR),10.9218082,-0.1771986,0.1389441,0.2020086,0.1771986,0.4471619,0.0574947,4.9836197,0.0694205,0.1234014,0.4235474,0.0624622,0.0370393,-0.0624622,0.221436,-0.0939757,0.0023506,0.7236679,0.105329,1.2780788,4.849762,1.6435459,0.1161572,0.0633468,66.73,,,,
,Pix4d,Rice_Station,1/22/2021,22,120,,,303,3,2,"6"""" Fill",Black Oat (BO),0.4:0.5,One (BO),-0.708162,-0.1811007,0.1351839,0.206231,0.1811007,0.4446955,0.0471636,2.2921851,0.0606519,0.0993503,0.3137456,0.0671816,0.0151872,-0.0671816,0.1795105,-0.1067585,0.0012618,0.7961097,0.1096206,1.262205,3.8136175,1.6550246,0.1153782,0.0406646,46.96,,,,
,Pix4d,Rice_Station,1/22/2021,22,120,,,304,3,2,"6"""" Fill",NC,0.4:0.5,NO,-0.6331792,-0.1728078,0.1179933,0.183589,0.1728078,0.4208157,0.0417131,2.0698013,0.0531114,0.0874758,0.3173038,0.0726881,0.010461,-0.0726881,0.1814875,-0.1154908,0.0013812,0.8016934,0.119933,1.2271277,2.9579947,1.6474713,0.101476,0.0353361,46.49,,,,
,Pix4d,Rice_Station,1/22/2021,22,120,,,305,3,2,"6"""" Fill",Cereal Rye (CR),0.4:0.5,One (CR),-0.5412583,-0.2023806,0.166999,0.2457603,0.2023806,0.5121221,0.0575909,2.3914855,0.0746166,0.1228662,0.3115582,0.0633866,0.0177123,-0.0633866,0.1765459,-0.1008149,0.0011733,0.7949746,0.1006494,1.3310175,5.2627053,1.7202103,0.1408964,0.0509784,54.94,,,,
,Pix4d,Rice_Station,1/22/2021,22,120,,,306,3,2,"6"""" Fill",Cereal Rye+ Crimson Clover+ Kale (CR+CC+KA),0.4:0.5,MIX (CR+CC+KA),-0.6580943,-0.2054172,0.1818672,0.2535167,0.2054172,0.5226843,0.0610985,2.7392409,0.0818035,0.1308695,0.3369029,0.0612366,0.0199154,-0.0612366,0.1766769,-0.0972509,0.0013295,0.7913789,0.0970619,1.3460604,6.0926881,1.7252417,0.1461257,0.0590936,48.60,,,,
,Pix4d,Rice_Station,1/22/2021,22,120,,,401,4,2,"6"""" Fill",Cereal Rye+ Crimson Clover+ Kale (CR+CC+KA),0.4:0.5,MIX (CR+CC+KA),-0.6488937,-0.2062767,0.1789358,0.2511905,0.2062767,0.5249585,0.0608993,2.7242861,0.0812175,0.1303281,0.3379116,0.0637347,0.0189698,-0.0637347,0.1803275,-0.1009595,0.0013952,0.7893724,0.1011178,1.3414309,5.9801683,1.7362273,0.1445394,0.0591731,49.00,,,,
,Pix4d,Rice_Station,1/22/2021,22,120,,,402,4,2,"6"""" Fill",NC,0.4:0.5,NO,-0.8024063,-0.1698441,0.1229344,0.1761693,0.1698441,0.4119093,0.0441483,2.1762667,0.0554879,0.0927614,0.3682294,0.0741543,0.0075982,-0.0741543,0.1781888,-0.1184871,0.0018901,0.8096435,0.1240112,1.2159698,3.0956945,1.6419616,0.0969792,0.042901,43.36,,,,
,Pix4d,Rice_Station,4/2/2021,92,60,,,101,1,1,"12"""" Fill",Triticale (TR),0.8:1.04,One (TR),13.5741873,-0.4649716,0.523253,0.6307543,0.4649716,2.1302469,0.2382089,5.4905133,0.2476996,0.6816319,0.2066397,-0.0663067,0.1614297,0.0663067,0.2162473,0.0880451,0.0001626,0.5765634,-0.0421208,4.0812488,22.88241,2.5696886,0.4944901,0.2222164,66.73,,,,
,Pix4d,Rice_Station,1/22/2021,22,120,,,404,4,2,"6"""" Fill",Cereal Rye+ Black Oat+ Triticale (CR+BO+TR),0.4:0.5,MIX (CR+BO+TR),-0.331194,-0.20419,0.1733757,0.2508449,0.20419,0.5177672,0.0605576,2.2677946,0.076375,0.1295239,0.3109553,0.0619384,0.0164132,-0.0619384,0.1700566,-0.099287,0.0011262,0.8033813,0.0983466,1.339828,5.4732909,1.7216563,0.1441703,0.0537343,47.13,,,,
,Pix4d,Rice_Station,1/22/2021,22,120,,,405,4,2,"6"""" Fill",Cereal Rye (CR),0.4:0.5,One (CR),-0.2916723,-0.2088684,0.1754667,0.2635623,0.2088684,0.5331929,0.0608879,2.3418982,0.0772966,0.1303077,0.2882144,0.0581549,0.020701,-0.0581549,0.1711859,-0.0929106,0.000918,0.7954347,0.0911345,1.3638779,5.597456,1.7256589,0.1526646,0.0507471,53.07,,,,
,Pix4d,Rice_Station,4/2/2021,92,60,,,101,1,2,"6"""" Fill",Triticale (TR),0.4:0.5,One (TR),13.414381,-0.5035989,0.5765674,0.6889418,0.5035989,2.4387338,0.267269,5.8225799,0.2700148,0.7847559,0.1769477,-0.1107103,0.2034443,0.1107103,0.2146692,0.1486772,-0.0000873,0.5313405,-0.0785897,4.9893866,25.0063686,2.5757935,0.557426,0.240505,66.73,,,,
,Pix4d,Rice_Station,1/22/2021,22,120,,,102,1,3,No Fill No Cut,Cereal Rye+ Black Oat+ Triticale (CR+BO+TR),0.09:-0.09,MIX (CR+BO+TR),-0.491076,-0.2492394,0.225306,0.3355434,0.2492394,0.6783222,0.0874802,2.3828266,0.0979113,0.1937467,0.2527029,0.0477545,0.0288923,-0.0477545,0.1661299,-0.0761509,0.0005761,0.7873498,0.0718486,1.5254822,7.6451573,1.8493408,0.2040198,0.0687058,54.65,,,,
,Pix4d,Rice_Station,1/22/2021,22,120,,,103,1,3,No Fill No Cut,Black Oat (BO),0.09:-0.09,One (BO),-0.6700894,-0.2202569,0.1958129,0.2867489,0.2202569,0.571332,0.0703266,2.3339248,0.08499,0.1520889,0.2832155,0.053932,0.0223266,-0.053932,0.1652025,-0.0864134,0.0008041,0.7985219,0.083665,1.4096409,6.4173017,1.7542187,0.1684337,0.0585016,56.88,,,,
,Pix4d,Rice_Station,1/22/2021,22,120,,,104,1,3,No Fill No Cut,Cereal Rye+ Crimson Clover+ Kale (CR+CC+KA),0.09:-0.09,MIX (CR+CC+KA),-0.5816459,-0.2541034,0.2349538,0.3399618,0.2541034,0.6942456,0.0900142,2.2131219,0.1013487,0.1992624,0.2601675,0.0501115,0.0244149,-0.0501115,0.1611829,-0.0804736,0.0006302,0.7990417,0.0750114,1.5318511,7.9643717,1.8770227,0.2067741,0.0729229,56.05,,,,
,Pix4d,Rice_Station,1/22/2021,22,120,,,105,1,3,No Fill No Cut,NC,0.09:-0.09,NO,-0.7522037,-0.1981758,0.1547409,0.240601,0.1981758,0.4999702,0.059372,1.7344375,0.0662068,0.1269497,0.2751798,0.0624999,0.0119571,-0.0624999,0.1610626,-0.1012034,0.0008501,0.8192628,0.1000425,1.3218127,4.4458303,1.705338,0.1375246,0.0451455,51.59,,,,
,Pix4d,Rice_Station,1/22/2021,22,120,,,106,1,3,No Fill No Cut,Cereal Rye (CR),0.09:-0.09,One (CR),-0.5175071,-0.2521455,0.224152,0.3331352,0.2521455,0.6851842,0.0885643,2.0447648,0.0968443,0.1956369,0.2533491,0.0533897,0.0219366,-0.0533897,0.1630242,-0.085729,0.0006388,0.8012016,0.0803242,1.5138434,7.4357181,1.8785857,0.2015983,0.0694684,51.70,,,,
,Pix4d,Rice_Station,1/22/2021,22,120,,,201,2,3,No Fill No Cut,NC,0.09:-0.09,NO,-0.7478285,-0.1893608,0.142001,0.2204877,0.1893608,0.472387,0.0529937,1.6536084,0.0610638,0.1126042,0.2865497,0.0665244,0.008877,-0.0665244,0.1633103,-0.1076072,0.0009842,0.8220344,0.107437,1.2868073,3.8800015,1.6876541,0.1245581,0.0411635,51.13,,,,
,Pix4d,Rice_Station,1/22/2021,22,120,,,202,2,3,No Fill No Cut,Cereal Rye+ Black Oat+ Triticale (CR+BO+TR),0.09:-0.09,MIX (CR+BO+TR),-0.6173947,-0.2258412,0.1917905,0.290269,0.2258412,0.5917313,0.0717618,2.0154562,0.0827954,0.1557092,0.2653293,0.0570204,0.0189111,-0.0570204,0.1645003,-0.0915059,0.0007369,0.80458,0.0879643,1.419121,6.0941906,1.7881246,0.1711568,0.0561709,53.08,,,,
,Pix4d,Rice_Station,1/22/2021,22,120,,,203,2,3,No Fill No Cut,Black Oat (BO),0.09:-0.09,One (BO),-0.7171462,-0.2045637,0.1702822,0.2573583,0.2045637,0.5193565,0.0601105,2.0828199,0.0733665,0.1285835,0.2811355,0.0580677,0.0176397,-0.0580677,0.1639691,-0.0933041,0.0008312,0.8070992,0.0915278,1.3511649,5.2316136,1.7111994,0.1483824,0.0479666,50.77,,,,
,Pix4d,Rice_Station,1/22/2021,22,120,,,204,2,3,No Fill No Cut,Cereal Rye+ Crimson Clover+ Kale (CR+CC+KA),0.09:-0.09,MIX (CR+CC+KA),-0.7374172,-0.2309161,0.2121182,0.2994698,0.2309161,0.6093556,0.0767704,2.0633042,0.0908284,0.1673585,0.2862968,0.0558831,0.0175687,-0.0558831,0.1587826,-0.090279,0.0008267,0.8123813,0.0860817,1.4377909,6.9698768,1.8047154,0.1774754,0.0654183,53.48,,,,
,Pix4d,Rice_Station,4/2/2021,92,60,,,101,1,3,No Fill No Cut,Triticale (TR),0.09:-0.09,One (TR),14.4577284,-0.387114,0.4291567,0.5421734,0.387114,1.440237,0.1745976,5.5589032,0.205454,0.4424495,0.2477297,-0.0214713,0.1192861,0.0214713,0.2204317,0.0265666,0.000283,0.6227036,-0.0067047,2.7431824,19.0356598,2.264869,0.3948703,0.1709367,66.73,,,,
,Pix4d,Rice_Station,1/22/2021,22,120,,,206,2,3,No Fill No Cut,Cereal Rye (CR),0.09:-0.09,One (CR),-0.7946312,-0.2180723,0.1917507,0.2714885,0.2180723,0.5635247,0.0717063,1.9086341,0.0825972,0.155231,0.3008339,0.062401,0.0124917,-0.062401,0.1621721,-0.1008227,0.0010214,0.8173773,0.0984003,1.3787106,6.0651226,1.7760777,0.1579395,0.0623582,46.40,,,,
,Pix4d,Rice_Station,1/22/2021,22,120,,,301,3,3,No Fill No Cut,Cereal Rye+ Black Oat+ Triticale (CR+BO+TR),0.09:-0.09,MIX (CR+BO+TR),-0.7737135,-0.2130031,0.179655,0.2636132,0.2130031,0.5469014,0.0682417,1.8741664,0.0774039,0.1472442,0.2890709,0.0623534,0.0130755,-0.0623534,0.1633768,-0.1006167,0.0009549,0.8152205,0.0987858,1.3644978,5.5240369,1.7564824,0.1527795,0.0565426,50.04,,,,
,Pix4d,Rice_Station,4/2/2021,92,60,,,101,1,4,"6"""" Cut",Triticale (TR),0.4:-0.6,One (TR),11.3872995,-0.1820479,0.1691283,0.2207403,0.1820479,0.4720869,0.0646657,4.4622741,0.079875,0.1414245,0.4355421,0.0527083,0.0338435,-0.0527083,0.1899502,-0.0825941,0.0021279,0.7589391,0.0898242,1.3329684,6.1519237,1.6326796,0.1303447,0.0744317,66.73,,,,
,Pix4d,Rice_Station,1/22/2021,22,120,,,303,3,3,No Fill No Cut,Black Oat (BO),0.09:-0.09,One (BO),-0.6771835,-0.1922388,0.1575902,0.2337062,0.1922388,0.4795494,0.055624,1.9463295,0.0675812,0.1182867,0.2981423,0.061077,0.0134806,-0.061077,0.161273,-0.0987957,0.000993,0.8165758,0.098271,1.3080813,4.6231842,1.6756747,0.132814,0.0460247,46.96,,,,
,Pix4d,Rice_Station,1/22/2021,22,120,,,304,3,3,No Fill No Cut,NC,0.09:-0.09,NO,-0.6500902,-0.1811176,0.1356075,0.2081634,0.1811176,0.4469225,0.0503058,1.7137541,0.0581694,0.1066007,0.2968336,0.0659133,0.0091675,-0.0659133,0.1625869,-0.1067175,0.0010533,0.8223789,0.1077702,1.2661738,3.6194587,1.6561967,0.1167351,0.039952,46.49,,,,
,Pix4d,Rice_Station,1/22/2021,22,120,,,305,3,3,No Fill No Cut,Cereal Rye (CR),0.09:-0.09,One (CR),-0.6742786,-0.2107335,0.1831747,0.2668443,0.2107335,0.5398257,0.0678004,1.997658,0.0782864,0.1462996,0.2890499,0.0579025,0.0158481,-0.0579025,0.1594354,-0.0937055,0.0008772,0.8146247,0.0915031,1.3700114,5.7136664,1.7330331,0.1548498,0.0560629,54.94,,,,
,Pix4d,Rice_Station,1/22/2021,22,120,,,306,3,3,No Fill No Cut,Cereal Rye+ Crimson Clover+ Kale (CR+CC+KA),0.09:-0.09,MIX (CR+CC+KA),-0.7081288,-0.2177613,0.2052548,0.2787956,0.2177613,0.5632378,0.0698928,2.2082036,0.088086,0.1510993,0.3164539,0.0567926,0.0165999,-0.0567926,0.1585871,-0.0919926,0.0010434,0.8142729,0.0888842,1.3944564,6.7730026,1.7547019,0.1630941,0.0643843,48.60,,,,
,Pix4d,Rice_Station,1/22/2021,22,120,,,401,4,3,No Fill No Cut,Cereal Rye+ Crimson Clover+ Kale (CR+CC+KA),0.09:-0.09,MIX (CR+CC+KA),-0.6528823,-0.220946,0.2132295,0.2836741,0.220946,0.5745633,0.0728614,2.2388036,0.0913053,0.1581211,0.3244023,0.0566578,0.0162327,-0.0566578,0.157429,-0.091834,0.0010875,0.8159071,0.0885683,1.4047586,7.1375213,1.7672412,0.1665017,0.0688088,49.00,,,,
,Pix4d,Rice_Station,1/22/2021,22,120,,,402,4,3,No Fill No Cut,NC,0.09:-0.09,NO,-0.6667581,-0.1863787,0.1602919,0.2201732,0.1863787,0.4629911,0.056981,1.8460715,0.0679292,0.121545,0.3424427,0.063684,0.008194,-0.063684,0.1551505,-0.1039181,0.0013346,0.8312674,0.1041368,1.2859945,4.6425714,1.6669327,0.1243141,0.0522547,43.36,,,,
,Pix4d,Rice_Station,4/21/2021,111,120,,,101,1,5,"12"""" Cut",Triticale (TR),-0.9:-1.1,One (TR),17.159359,-0.1569124,0.132281,0.1831252,0.1569124,0.3793733,0.0276641,3.6907101,0.0605509,0.0573443,0.3969931,0.0558306,0.0264764,-0.0558306,0.1794519,-0.0881288,0.001683,0.7786211,0.0905255,1.2318885,4.1341696,1.547322,0.1021392,0.0292319,66.73,,,,
,Pix4d,Rice_Station,1/22/2021,22,120,,,404,4,3,No Fill No Cut,Cereal Rye+ Black Oat+ Triticale (CR+BO+TR),0.09:-0.09,MIX (CR+BO+TR),-0.4541405,-0.2186678,0.2044269,0.2831768,0.2186678,0.5659751,0.0734687,1.9998263,0.0861388,0.1594133,0.3001839,0.0548678,0.0156641,-0.0548678,0.1519271,-0.0894261,0.0008917,0.8220515,0.0860274,1.4019415,6.569973,1.7513959,0.1659167,0.0637423,47.13,,,,
,Pix4d,Rice_Station,1/22/2021,22,120,,,405,4,3,No Fill No Cut,Cereal Rye (CR),0.09:-0.09,One (CR),-0.3497705,-0.221568,0.2069601,0.2864124,0.221568,0.5757024,0.0749634,2.0744128,0.0879837,0.1629311,0.3006758,0.0555818,0.0164283,-0.0555818,0.155336,-0.0902546,0.000912,0.8175082,0.0869859,1.4088044,6.7435713,1.7645906,0.1681755,0.0658452,53.07,,,,
,Pix4d,Rice_Station,4/21/2021,111,120,,,101,1,1,"12"""" Fill",Triticale (TR),0.8:1.04,One (TR),18.7713604,-0.5180081,0.5260593,0.6964297,0.5180081,2.4904709,0.2707414,3.8398349,0.2369479,0.798385,0.1394023,-0.0650621,0.1476415,0.0650621,0.1839709,0.0919735,-0.0000941,0.6135205,-0.0535352,4.2377048,20.4813786,2.9560702,0.552579,0.1990623,66.73,,,,
,Pix4d,Rice_Station,1/22/2021,22,120,,,102,1,4,"6"""" Cut",Cereal Rye+ Black Oat+ Triticale (CR+BO+TR),0.4:-0.6,MIX (CR+BO+TR),-1.2795452,-0.1697576,0.120444,0.1825936,0.1697576,0.4114556,0.0409225,1.9144241,0.0530559,0.0857222,0.3203789,0.0700634,0.0090754,-0.0700634,0.1719835,-0.1124288,0.0013554,0.8131621,0.1159715,1.2261091,3.0005488,1.626259,0.1009495,0.0350063,54.65,,,,
,Pix4d,Rice_Station,1/22/2021,22,120,,,103,1,4,"6"""" Cut",Black Oat (BO),0.4:-0.6,One (BO),-1.3574377,-0.1602822,0.1102555,0.1644359,0.1602822,0.3835711,0.0367163,1.8740549,0.048493,0.0765102,0.3366187,0.0715083,0.0069726,-0.0715083,0.1704537,-0.1150693,0.0015112,0.8180895,0.119825,1.1982335,2.5086994,1.5990447,0.0898503,0.0324604,56.88,,,,
,Pix4d,Rice_Station,1/22/2021,22,120,,,104,1,4,"6"""" Cut",Cereal Rye+ Crimson Clover+ Kale (CR+CC+KA),0.4:-0.6,MIX (CR+CC+KA),-1.3266302,-0.1754198,0.1272663,0.1892875,0.1754198,0.4281608,0.0440535,1.7089026,0.0556748,0.0924766,0.3225188,0.0718413,0.005788,-0.0718413,0.1684789,-0.1158875,0.0013879,0.821964,0.1184147,1.2359514,3.2127609,1.651816,0.1049698,0.0382867,56.05,,,,
,Pix4d,Rice_Station,1/22/2021,22,120,,,105,1,4,"6"""" Cut",NC,0.4:-0.6,NO,-1.4695984,-0.1448992,0.0858043,0.1312165,0.1448992,0.3407425,0.0310713,1.4769421,0.0372108,0.0643871,0.3342329,0.0753143,0.0011663,-0.0753143,0.1658431,-0.1221654,0.0015354,0.8322393,0.129172,1.1519886,1.340053,1.5621057,0.0704052,0.0262705,51.59,,,,
,Pix4d,Rice_Station,1/22/2021,22,120,,,106,1,4,"6"""" Cut",Cereal Rye (CR),0.4:-0.6,One (CR),-1.3222685,-0.1700978,0.1231106,0.1846575,0.1700978,0.4124926,0.0408982,1.8410388,0.0538249,0.0856157,0.3205115,0.0691836,0.0083737,-0.0691836,0.1682518,-0.1114965,0.001326,0.8179661,0.1142484,1.2290721,3.0982358,1.6246033,0.1021782,0.0352112,51.70,,,,
,Pix4d,Rice_Station,1/22/2021,22,120,,,201,2,4,"6"""" Cut",NC,0.4:-0.6,NO,-1.4716961,-0.1418172,0.0814476,0.1273513,0.1418172,0.3322952,0.0273223,1.6309183,0.0356213,0.0564405,0.3286161,0.0743854,0.0037241,-0.0743854,0.1696252,-0.1200318,0.0014814,0.8242502,0.1272898,1.1469094,1.2256576,1.5492283,0.0682016,0.0227261,51.13,,,,
,Pix4d,Rice_Station,1/22/2021,22,120,,,202,2,4,"6"""" Cut",Cereal Rye+ Black Oat+ Triticale (CR+BO+TR),0.4:-0.6,MIX (CR+BO+TR),-1.4760547,-0.1625015,0.1092038,0.1707592,0.1625015,0.3904106,0.0363959,1.851772,0.0479341,0.0758525,0.3092189,0.0698917,0.0091475,-0.0698917,0.171756,-0.1121614,0.0012501,0.8132621,0.1162437,1.2080306,2.5382199,1.6017931,0.0937335,0.0298057,53.08,,,,
,Pix4d,Rice_Station,1/22/2021,22,120,,,203,2,4,"6"""" Cut",Black Oat (BO),0.4:-0.6,One (BO),-1.5176184,-0.1502402,0.095768,0.1470341,0.1502402,0.3553101,0.0320497,1.8594089,0.0420947,0.0664871,0.330031,0.0715957,0.0073017,-0.0715957,0.1714399,-0.1150413,0.0014475,0.8165467,0.1212771,1.1734089,1.9082692,1.5667784,0.0795492,0.0273162,50.77,,,,
,Pix4d,Rice_Station,1/22/2021,22,120,,,204,2,4,"6"""" Cut",Cereal Rye+ Crimson Clover+ Kale (CR+CC+KA),0.4:-0.6,MIX (CR+CC+KA),-1.451481,-0.1668384,0.1163615,0.1736249,0.1668384,0.4031754,0.0396201,1.8114418,0.0512291,0.0828491,0.3326564,0.0726526,0.0062393,-0.0726526,0.1714781,-0.1167714,0.0014863,0.818253,0.1208545,1.2120644,2.7629833,1.6260116,0.095421,0.0348616,53.48,,,,
,Pix4d,Rice_Station,4/21/2021,111,120,,,101,1,2,"6"""" Fill",Triticale (TR),0.4:0.5,One (TR),16.9661694,-0.5329216,0.5608041,0.7332193,0.5329216,2.5430975,0.2739295,4.5326657,0.2527404,0.7882685,0.1298162,-0.1074724,0.1897583,0.1074724,0.1859235,0.15127,-0.0002172,0.5619838,-0.0889485,4.6709728,22.1564655,2.7628186,0.594336,0.204597,66.73,,,,
,Pix4d,Rice_Station,1/22/2021,22,120,,,206,2,4,"6"""" Cut",Cereal Rye (CR),0.4:-0.6,One (CR),-1.4542022,-0.1692468,0.1109056,0.1685477,0.1692468,0.4098504,0.0411883,1.5223569,0.0491277,0.0862164,0.3275689,0.0782273,0.0016896,-0.0782273,0.1739246,-0.1257955,0.0015571,0.8232804,0.1306798,1.204277,2.4093683,1.6519364,0.0923169,0.0356192,46.40,,,,
,Pix4d,Rice_Station,1/22/2021,22,120,,,301,3,4,"6"""" Cut",Cereal Rye+ Black Oat+ Triticale (CR+BO+TR),0.4:-0.6,MIX (CR+BO+TR),-1.4545302,-0.1591458,0.1058354,0.1587998,0.1591458,0.380729,0.0373579,1.5993789,0.0461242,0.0778948,0.3324679,0.0737103,0.0033475,-0.0737103,0.1671538,-0.1192441,0.0014964,0.8272843,0.1241373,1.1902108,2.2325773,1.6031269,0.086517,0.032351,50.04,,,,
,Pix4d,Rice_Station,4/21/2021,111,120,,,101,1,3,No Fill No Cut,Triticale (TR),0.09:-0.09,One (TR),19.6686268,-0.3652041,0.3811179,0.5260901,0.3652041,1.2274209,0.1400212,4.0967689,0.1722686,0.33357,0.2126015,-0.0055309,0.0905948,0.0055309,0.18722,0.0068993,0.0000893,0.6817546,-0.0017273,2.28985,15.0867882,2.1817601,0.3674559,0.1159681,66.73,,,,
,Pix4d,Rice_Station,1/22/2021,22,120,,,303,3,4,"6"""" Cut",Black Oat (BO),0.4:-0.6,One (BO),-1.2901913,-0.1523365,0.0940344,0.1441536,0.1523365,0.3612547,0.0325728,1.7367827,0.0416653,0.0676153,0.3355803,0.0754044,0.0044728,-0.0754044,0.1737593,-0.1211325,0.0015829,0.8189062,0.1278107,1.1694971,1.744475,1.5857997,0.0778819,0.0282348,46.96,,,,
,Pix4d,Rice_Station,1/22/2021,22,120,,,304,3,4,"6"""" Cut",NC,0.4:-0.6,NO,-1.4362692,-0.1387254,0.0775283,0.1204233,0.1387254,0.3239142,0.0272785,1.716779,0.0341912,0.0564071,0.3391659,0.0751868,0.0039266,-0.0751868,0.1719751,-0.1210388,0.0016025,0.8215893,0.1295864,1.1378477,1.0325639,1.5418552,0.0642601,0.023213,46.49,,,,
,Pix4d,Rice_Station,1/22/2021,22,120,,,305,3,4,"6"""" Cut",Cereal Rye (CR),0.4:-0.6,One (CR),-1.3223497,-0.1622778,0.105263,0.1610942,0.1622778,0.389719,0.0370942,1.7754073,0.0468389,0.0774028,0.3295849,0.0754881,0.0052635,-0.0754881,0.1758267,-0.1209575,0.0015352,0.8155802,0.1265371,1.1937866,2.2570047,1.6193762,0.0879299,0.0321014,54.94,,,,
,Pix4d,Rice_Station,1/22/2021,22,120,,,306,3,4,"6"""" Cut",Cereal Rye+ Crimson Clover+ Kale (CR+CC+KA),0.4:-0.6,MIX (CR+CC+KA),-1.3597455,-0.165244,0.1171449,0.1693148,0.165244,0.3981338,0.0389121,2.1288075,0.0527223,0.0813196,0.3615686,0.0736053,0.0078456,-0.0736053,0.1774292,-0.1175913,0.001815,0.8097945,0.1228582,1.2056895,2.834235,1.6226338,0.0928278,0.037404,48.60,,,,
,Pix4d,Rice_Station,1/22/2021,22,120,,,401,4,4,"6"""" Cut",Cereal Rye+ Crimson Clover+ Kale (CR+CC+KA),0.4:-0.6,MIX (CR+CC+KA),-1.341791,-0.1615667,0.1199842,0.1665621,0.1615667,0.3877208,0.0391788,2.1717906,0.0533383,0.0819215,0.3820669,0.0714677,0.0075146,-0.0714677,0.171616,-0.1148344,0.001945,0.8160409,0.1199639,1.2018461,2.941047,1.6036618,0.0912144,0.0394267,49.00,,,,
,Pix4d,Rice_Station,1/22/2021,22,120,,,402,4,4,"6"""" Cut",NC,0.4:-0.6,NO,-1.3647276,-0.1492691,0.0928737,0.1335139,0.1492691,0.353485,0.0358206,1.7589262,0.0414163,0.074742,0.383205,0.0783661,0.0011916,-0.0783661,0.1730935,-0.1261546,0.0021218,0.8249364,0.1348302,1.1555624,1.523671,1.5868903,0.0718242,0.0346848,43.36,,,,
,Pix4d,Rice_Station,4/21/2021,111,120,,,101,1,4,"6"""" Cut",Triticale (TR),0.4:-0.6,One (TR),17.4693336,-0.1715856,0.1713093,0.2206787,0.1715856,0.4277618,0.0382789,3.1305809,0.0730196,0.0808872,0.3806687,0.0456294,0.0252417,-0.0456294,0.1527654,-0.0740484,0.0012407,0.80615,0.0732975,1.3043153,5.6519732,1.5648319,0.1270085,0.0391616,66.73,,,,
,Pix4d,Rice_Station,1/22/2021,22,120,,,404,4,4,"6"""" Cut",Cereal Rye+ Black Oat+ Triticale (CR+BO+TR),0.4:-0.6,MIX (CR+BO+TR),-1.2266412,-0.1624227,0.1137278,0.1635965,0.1624227,0.3899646,0.0407436,1.853091,0.0503388,0.0852847,0.3600701,0.0741519,0.0047106,-0.0741519,0.1713613,-0.1193943,0.0017882,0.820896,0.1250001,1.197322,2.5820246,1.6148728,0.0894065,0.0385124,47.13,,,,
,Pix4d,Rice_Station,1/22/2021,22,120,,,405,4,4,"6"""" Cut",Cereal Rye (CR),0.4:-0.6,One (CR),-1.1231713,-0.1646522,0.1190456,0.169747,0.1646522,0.3968507,0.0400047,1.9987288,0.0528263,0.0837473,0.363985,0.072657,0.0064722,-0.072657,0.1719737,-0.1167829,0.001796,0.8173992,0.1215352,1.2068367,2.8681557,1.6181685,0.0931796,0.0383862,53.07,,,,
,Pix4d,Rice_Station,1/22/2021,22,120,,,406,4,2,"6"""" Fill",Black Oat (BO),0.4:0.5,One (BO),-0.2596689,-0.1911823,0.1545154,0.2343447,0.1911823,0.4759481,0.0528882,2.2546265,0.0675916,0.1121168,0.2954014,0.0594644,0.0183762,-0.0594644,0.1688151,-0.0953669,0.000978,0.801444,0.0953506,1.3096583,4.6503582,1.6652637,0.1332952,0.0436428,39.02,,,,
,Pix4d,Rice_Station,1/22/2021,22,120,,,406,4,3,No Fill No Cut,Black Oat (BO),0.09:-0.09,One (BO),-0.3238601,-0.2019066,0.19167,0.2625188,0.2019066,0.5099726,0.0635353,2.2988458,0.0808297,0.1362137,0.3171347,0.0518541,0.0188126,-0.0518541,0.1521809,-0.0844467,0.000947,0.8167562,0.0823272,1.3601832,6.1718936,1.6782894,0.1517257,0.0570974,39.02,,,,
